,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Kind of energy
8865,2017,France,Hydro,50.001257,8.991789107823,-17.8140922605668,-10.8379529999999,Renewable
8867,2017,France,Wind,24.609437,4.42554609309634,15.0996464896096,3.22845299999999,Renewable
8868,2017,France,Solar,9.584882,1.72366141849931,10.6906674550418,0.925722,Renewable
8869,2017,France,Bioenergy,7.766091,1.39658593911273,3.06163520510234,0.230706,Renewable
8870,2017,France,Other renewables,0.654836,0.117759983758215,9.48219507424081,0.0567149999999999,Renewable
8875,2017,Germany,Coal,241.3,37.2434017595308,-7.79518532670996,-20.3999999999999,Fossil
8876,2017,Germany,Hard Coal,92.9,14.3386325050162,-17.2014260249554,-19.2999999999999,Fossil
8877,2017,Germany,Lignite,148.4,22.9047692545145,-0.735785953177259,-1.09999999999999,Fossil
8878,2017,Germany,Gas,86.7,13.3816947059731,6.6420664206642,5.4,Fossil
8879,2017,Germany,Other fossil,27.1,4.18274425065596,-1.45454545454545,-0.399999999999998,Fossil
8880,2017,Germany,Nuclear,76.3,11.7765087204815,-9.81087470449172,-8.29999999999999,Fossil
8882,2017,Germany,Hydro,20.2,3.11776508720481,-1.46341463414634,-0.3,Renewable
8884,2017,Germany,Wind,105.7,16.3142460256212,32.125,25.7,Renewable
8885,2017,Germany,Solar,39.4,6.08118536811236,3.41207349081364,1.29999999999999,Renewable
8886,2017,Germany,Bioenergy,51.0,7.87158512116067,0.196463654223966,0.100000000000001,Renewable
8887,2017,Germany,Other renewables,0.2,0.0308689612594536,0.0,0.0,Renewable
8892,2017,Greece,Coal,18.765,34.001445582376,-0.624900704337227,-0.117999999999998,Fossil
8893,2017,Greece,Hard Coal,0.0,0.0,,0.0,Fossil
8894,2017,Greece,Lignite,18.765,34.001445582376,-0.624900704337227,-0.117999999999998,Fossil
8895,2017,Greece,Gas,17.127831,31.0349594292903,14.3914446002805,2.15483099999999,Fossil
8896,2017,Greece,Other fossil,5.49496,9.95665246028951,-3.03582142226928,-0.172039999999999,Fossil
8897,2017,Greece,Nuclear,0.0,0.0,,0.0,Fossil
8899,2017,Greece,Hydro,3.962547,7.17998007930228,-28.5137918487025,-1.58054599999999,Renewable
8901,2017,Greece,Wind,5.53698699999999,10.0328037394523,7.60005643332082,0.391090999999998,Renewable
8902,2017,Greece,Solar,3.991477,7.23240010705064,1.57164029156304,0.0617610000000001,Renewable
8903,2017,Greece,Bioenergy,0.310027999999999,0.561758602238895,13.0540057615869,0.0357979999999999,Renewable
8904,2017,Greece,Other renewables,0.0,0.0,,0.0,Renewable
8909,2017,Hungary,Coal,4.93199999999999,15.0352101941895,-12.4289772727272,-0.7,Fossil
8910,2017,Hungary,Hard Coal,0.199,0.606651830625247,8.74316939890711,0.016,Fossil
8911,2017,Hungary,Lignite,4.733,14.4285583635643,-13.1400256927876,-0.716,Fossil
8912,2017,Hungary,Gas,7.838,23.894156022315,20.9754591757987,1.359,Fossil
8913,2017,Hungary,Other fossil,0.453,1.38097125262933,13.1388410886304,0.0526069999999999,Fossil
8914,2017,Hungary,Nuclear,16.098,49.0747797457549,0.27407499688552,0.0440000000000004,Fossil
8916,2017,Hungary,Hydro,0.22,0.670670365515349,-15.1610975068931,-0.039315,Renewable
8918,2017,Hungary,Wind,0.758,2.31076425936652,10.868636754562,0.074308,Renewable
8919,2017,Hungary,Solar,0.349,1.06392707984025,43.0327868852459,0.104999999999999,Renewable
8920,2017,Hungary,Bioenergy,2.154,6.56647257872755,4.00149870311967,0.0828760000000001,Renewable
8921,2017,Hungary,Other renewables,0.001,0.0030485016614334,inf,0.001,Renewable
8926,2017,Ireland,Coal,3.644562,11.8834166179996,-22.3843910201258,-1.051094,Fossil
8927,2017,Ireland,Hard Coal,3.644562,11.8834166179996,-22.3843910201258,-1.051094,Fossil
8928,2017,Ireland,Lignite,0.0,0.0,,0.0,Fossil
8929,2017,Ireland,Gas,15.6834369999999,51.1372329166442,2.29514879606145,0.351881999999998,Fossil
8930,2017,Ireland,Other fossil,2.461972,8.02747736980462,-8.14754015792683,-0.218382999999999,Fossil
8931,2017,Ireland,Nuclear,0.0,0.0,,0.0,Fossil
8933,2017,Ireland,Hydro,0.691603,2.25503272636284,1.55324694394478,0.0105779999999999,Renewable
8935,2017,Ireland,Wind,7.444037,24.2719407684117,21.0994782369344,1.29699399999999,Renewable
8936,2017,Ireland,Solar,0.010801,0.0352176154201833,75.3409090909091,0.004641,Renewable
8937,2017,Ireland,Bioenergy,0.732898999999999,2.38968198535663,7.90367129160676,0.0536829999999998,Renewable
8938,2017,Ireland,Other renewables,0.0,0.0,,0.0,Renewable
8943,2017,Italy,Coal,32.627426,11.1230411322181,-8.3679445052939,-2.97957399999999,Fossil
8944,2017,Italy,Hard Coal,32.627426,11.1230411322181,-8.3679445052939,-2.97957399999999,Fossil
8945,2017,Italy,Lignite,0.0,0.0,,0.0,Fossil
8946,2017,Italy,Gas,140.363587,47.8514594337499,11.2478101322004,14.1915869999999,Fossil
8947,2017,Italy,Other fossil,16.454387,5.60947784867968,-5.4688005833289,-0.951915999999997,Fossil
8948,2017,Italy,Nuclear,0.0,0.0,,0.0,Fossil
8950,2017,Italy,Hydro,36.19871,12.3405303336903,-14.6895782488945,-6.233046,Renewable
8952,2017,Italy,Wind,17.741909,6.04840797343533,0.3009779706445,0.0532390000000013,Renewable
8953,2017,Italy,Solar,24.3777109999999,8.31062438582579,10.2851310238447,2.27345199999999,Renewable
8954,2017,Italy,Bioenergy,19.366994,6.60241696263205,-0.668043134711759,-0.13025,Renewable
8955,2017,Italy,Other renewables,6.201159,2.11404192976867,-1.39004508654028,-0.0874139999999989,Renewable
8960,2017,Latvia,Coal,0.000207,0.00274856998011867,inf,0.000207,Fossil
8961,2017,Latvia,Hard Coal,0.000207,0.00274856998011867,inf,0.000207,Fossil
8962,2017,Latvia,Lignite,0.0,0.0,,0.0,Fossil
8963,2017,Latvia,Gas,2.068806,27.4698457308666,-29.7280570652173,-0.875194,Fossil
8964,2017,Latvia,Other fossil,0.000476,0.00632038314268836,inf,0.000476,Fossil
8965,2017,Latvia,Nuclear,0.0,0.0,,0.0,Fossil
8967,2017,Latvia,Hydro,4.38062,58.1663798372342,73.1798233736743,1.851099,Renewable
8969,2017,Latvia,Wind,0.15,1.99171737689759,17.2892117383043,0.0221109999999999,Renewable
8970,2017,Latvia,Solar,0.00044,0.00584237097223293,15.1832460732984,5.8e-05,Renewable
8971,2017,Latvia,Bioenergy,0.93064,12.3571457309065,12.9699900703331,0.106846,Renewable
8972,2017,Latvia,Other renewables,0.0,0.0,,0.0,Renewable
8977,2017,Lithuania,Coal,0.0,0.0,,0.0,Fossil
8978,2017,Lithuania,Hard Coal,0.0,0.0,,0.0,Fossil
8979,2017,Lithuania,Lignite,0.0,0.0,,0.0,Fossil
8980,2017,Lithuania,Gas,0.597587,17.7955545285102,-39.3927991886409,-0.388413,Fossil
8981,2017,Lithuania,Other fossil,0.222564999999999,6.62776732699655,-31.6280670064296,-0.102956,Fossil
8982,2017,Lithuania,Nuclear,0.0,0.0,,0.0,Fossil
8984,2017,Lithuania,Hydro,0.602398999999999,17.9388511671439,32.8025484727901,0.148793999999999,Renewable
8986,2017,Lithuania,Wind,1.36384099999999,40.6138468268519,20.0629787893353,0.227902999999999,Renewable
8987,2017,Lithuania,Solar,0.0680289999999999,2.02583687232156,2.33002406738866,0.00154899999999999,Renewable
8988,2017,Lithuania,Bioenergy,0.503648,14.9981432781756,14.6413247595743,0.064323,Renewable
8989,2017,Lithuania,Other renewables,0.0,0.0,,0.0,Renewable
8994,2017,Luxembourg,Coal,0.0,0.0,,0.0,Fossil
8995,2017,Luxembourg,Hard Coal,0.0,0.0,,0.0,Fossil
8996,2017,Luxembourg,Lignite,0.0,0.0,,0.0,Fossil
8997,2017,Luxembourg,Gas,0.220921,24.5789215451762,-14.3255474848852,-0.0369399999999999,Fossil
8998,2017,Luxembourg,Other fossil,0.077514,8.62394487012459,11.088180919214,0.00773699999999999,Fossil
8999,2017,Luxembourg,Nuclear,0.0,0.0,,0.0,Fossil
9001,2017,Luxembourg,Hydro,0.0856490000000003,9.52901739274587,-25.7878365147166,-0.0297619999999996,Renewable
9003,2017,Luxembourg,Wind,0.234823,26.1256109378598,131.384624480223,0.133336999999999,Renewable
9004,2017,Luxembourg,Solar,0.108463,12.0672256940465,8.15152361199744,0.008175,Renewable
9005,2017,Luxembourg,Bioenergy,0.171453,19.0752795600468,22.4506849119398,0.0314349999999999,Renewable
9006,2017,Luxembourg,Other renewables,0.0,0.0,,0.0,Renewable
9011,2017,Malta,Coal,0.0,0.0,,0.0,Fossil
9012,2017,Malta,Hard Coal,0.0,0.0,,0.0,Fossil
9013,2017,Malta,Lignite,0.0,0.0,,0.0,Fossil
9014,2017,Malta,Gas,1.286507,77.8877490169487,inf,1.286507,Fossil
9015,2017,Malta,Other fossil,0.193214,11.6975683292517,-73.1957704547787,-0.52762,Fossil
9016,2017,Malta,Nuclear,0.0,0.0,,0.0,Fossil
9018,2017,Malta,Hydro,0.0,0.0,,0.0,Renewable
9020,2017,Malta,Wind,5.8e-05,0.00351143790355048,0.0,0.0,Renewable
9021,2017,Malta,Solar,0.162229999999999,9.82173398436199,26.8561598310982,0.0343449999999999,Renewable
9022,2017,Malta,Bioenergy,0.00973599999999999,0.589437231533923,17.2023594558805,0.00142899999999999,Renewable
9023,2017,Malta,Other renewables,0.0,0.0,,0.0,Renewable
9028,2017,Netherlands,Coal,31.275541,26.6999516037066,-14.8272410423908,-5.44458099999999,Fossil
9029,2017,Netherlands,Hard Coal,31.275541,26.6999516037066,-14.8272410423908,-5.44458099999999,Fossil
9030,2017,Netherlands,Lignite,0.0,0.0,,0.0,Fossil
9031,2017,Netherlands,Gas,59.394044,50.7047376206353,10.2006126877893,5.497752,Fossil
9032,2017,Netherlands,Other fossil,5.628507,4.80506043048541,-1.61617754198242,-0.092461000000001,Fossil
9033,2017,Netherlands,Nuclear,3.402478,2.90469788940426,-14.0788383838383,-0.557522,Fossil
9035,2017,Netherlands,Hydro,0.060757,0.051868294127555,-39.2909601414882,-0.0393219999999999,Renewable
9037,2017,Netherlands,Wind,10.568813,9.02260317762771,29.3540323029745,2.398358,Renewable
9038,2017,Netherlands,Solar,2.207583,1.88461517775713,37.8179448137139,0.605772,Renewable
9039,2017,Netherlands,Bioenergy,4.599347,3.92646580625586,-6.22291164964472,-0.305206,Renewable
9040,2017,Netherlands,Other renewables,0.0,0.0,,0.0,Renewable
9045,2017,Poland,Coal,131.158527,77.184202857334,0.641892389619558,0.836526999999989,Fossil
9046,2017,Poland,Hard Coal,78.992576,46.4855709320933,-0.515634366892525,-0.409424000000001,Fossil
9047,2017,Poland,Lignite,52.165951,30.6986319252407,2.44687941869599,1.24595099999999,Fossil
9048,2017,Poland,Gas,10.0348619999999,5.90531810603021,28.1427914697994,2.20386199999999,Fossil
9049,2017,Poland,Other fossil,4.613722,2.71508427946392,-10.0079211064816,-0.513087,Fossil
9050,2017,Poland,Nuclear,0.0,0.0,,0.0,Fossil
9052,2017,Poland,Hydro,2.559581,1.50626286870222,19.63756037778,0.420135,Renewable
9054,2017,Poland,Wind,14.909041,8.77367618616448,18.4423785649198,2.32145099999999,Renewable
9055,2017,Poland,Solar,0.165463,0.0973717077303183,33.5725529767911,0.041588,Renewable
9056,2017,Poland,Bioenergy,6.488041,3.81808399457475,-18.4555800639732,-1.468409,Renewable
9057,2017,Poland,Other renewables,0.0,0.0,,0.0,Renewable
9062,2017,Portugal,Coal,14.666,25.4189635694048,16.1203483768804,2.03599999999999,Fossil
9063,2017,Portugal,Hard Coal,14.666,25.4189635694048,16.1203483768804,2.03599999999999,Fossil
9064,2017,Portugal,Lignite,0.0,0.0,,0.0,Fossil
9065,2017,Portugal,Gas,18.894581,32.7478975929475,50.171522810364,6.312581,Fossil
9066,2017,Portugal,Other fossil,1.56325599999999,2.70941956318379,-3.5062898904979,-0.0568040000000003,Fossil
9067,2017,Portugal,Nuclear,0.0,0.0,,0.0,Fossil
9069,2017,Portugal,Hydro,5.896883,10.2204182565145,-62.49594948854,-9.82644,Renewable
9071,2017,Portugal,Wind,12.247853,21.2278555305076,-1.81370257211425,-0.226243,Renewable
9072,2017,Portugal,Solar,0.991545999999999,1.71853754611953,13.8918657528172,0.120942999999999,Renewable
9073,2017,Portugal,Bioenergy,3.220297,5.5813863443109,4.88043105138471,0.149850999999999,Renewable
9074,2017,Portugal,Other renewables,0.216665,0.37552159701112,26.2454696950274,0.045043,Renewable
9079,2017,Romania,Coal,16.780175,26.2447633992782,5.66195453686795,0.899174999999999,Fossil
9080,2017,Romania,Hard Coal,0.188306,0.294516977127145,32.6098591549296,0.046306,Fossil
9081,2017,Romania,Lignite,16.591869,25.9502464221511,5.41882584662303,0.852868999999998,Fossil
9082,2017,Romania,Gas,10.656139,16.6665631797535,10.3691248058001,1.001139,Fossil
9083,2017,Romania,Other fossil,0.710050999999999,1.11054387075348,-11.7179204722627,-0.094247,Fossil
9084,2017,Romania,Nuclear,11.5088649999999,18.0002555944282,1.97470317207157,0.222864999999998,Fossil
9086,2017,Romania,Hydro,14.494457,22.6698228454716,-19.6012282308495,-3.53375,Renewable
9088,2017,Romania,Wind,7.406702,11.5843333909784,12.3930500758725,0.816702,Renewable
9089,2017,Romania,Solar,1.85567399999999,2.90233713749661,1.97456562523696,0.0359319999999998,Renewable
9090,2017,Romania,Bioenergy,0.525168,0.82138058183971,-1.0409050824207,-0.00552400000000008,Renewable
9091,2017,Romania,Other renewables,0.0,0.0,-100.0,-0.000104,Renewable
9096,2017,Slovakia,Coal,2.99099999999999,10.9624688462102,6.85959271168272,0.191999999999999,Fossil
9097,2017,Slovakia,Hard Coal,1.293,4.73904119630552,21.067415730337,0.224999999999999,Fossil
9098,2017,Slovakia,Lignite,1.698,6.2234276499047,-1.90641247833622,-0.0330000000000001,Fossil
9099,2017,Slovakia,Gas,1.667,6.10980794604896,9.38320209973753,0.143,Fossil
9100,2017,Slovakia,Other fossil,1.013,3.71279870986658,5.41103017689905,0.0519999999999999,Fossil
9101,2017,Slovakia,Nuclear,15.081,55.2741533499486,2.07797482063083,0.307,Fossil
9103,2017,Slovakia,Hydro,4.324,15.848116112007,-0.802936453314984,-0.0350000000000001,Renewable
9105,2017,Slovakia,Wind,0.006,0.0219909104236915,0.0,0.0,Renewable
9106,2017,Slovakia,Solar,0.506,1.85456677906465,-5.0656660412758,-0.027,Renewable
9107,2017,Slovakia,Bioenergy,1.696,6.21609734643014,-2.02195262853842,-0.0350000000000001,Renewable
9108,2017,Slovakia,Other renewables,0.0,0.0,,0.0,Renewable
9113,2017,Slovenia,Coal,4.824127,30.0593531975729,-3.71003992015968,-0.185872999999999,Fossil
9114,2017,Slovenia,Hard Coal,0.401668,2.50281144757647,4.05906735751295,0.015668,Fossil
9115,2017,Slovenia,Lignite,4.422459,27.5565417499965,-4.3585856401384,-0.201540999999999,Fossil
9116,2017,Slovenia,Gas,0.477066999999999,2.97262602164216,13.3175771971496,0.0560669999999999,Fossil
9117,2017,Slovenia,Other fossil,0.019337,0.120489720270935,4.09108036819723,0.00076,Fossil
9118,2017,Slovenia,Nuclear,6.285272,39.1638136787891,9.97851268591425,0.570272,Fossil
9120,2017,Slovenia,Hydro,3.868344,24.1038261608187,-14.0993547587678,-0.634932999999998,Renewable
9122,2017,Slovenia,Wind,0.005716,0.0356166541381118,-1.07303565247489,-6.19999999999995e-05,Renewable
9123,2017,Slovenia,Solar,0.283867,1.76878809661011,6.12961356702759,0.016395,Renewable
9124,2017,Slovenia,Bioenergy,0.284942,1.77548647015778,2.23418187036938,0.00622700000000003,Renewable
9125,2017,Slovenia,Other renewables,0.0,0.0,,0.0,Renewable
9130,2017,Spain,Coal,45.127,16.5368815663626,23.8595817093923,8.693,Fossil
9131,2017,Spain,Hard Coal,45.127,16.5368815663626,23.8595817093923,8.693,Fossil
9132,2017,Spain,Lignite,0.0,0.0,,0.0,Fossil
9133,2017,Spain,Gas,64.039,23.467222696574,21.2217006133111,11.2109999999999,Fossil
9134,2017,Spain,Other fossil,17.758,6.50745546691487,-4.87230775988696,-0.909540000000003,Fossil
9135,2017,Spain,Nuclear,58.039,21.2685104090704,-1.01308137055924,-0.594000000000001,Fossil
9137,2017,Spain,Hydro,18.322,6.71413442194021,-49.6584525757867,-18.073385,Renewable
9139,2017,Spain,Wind,49.127,18.0026897580317,0.453941314793993,0.222000000000001,Renewable
9140,2017,Spain,Solar,14.397,5.27581013386493,5.52873215258236,0.75427,Renewable
9141,2017,Spain,Bioenergy,6.078,2.22729554724116,6.82029480151775,0.388069999999999,Renewable
9142,2017,Spain,Other renewables,0.0,0.0,,0.0,Renewable
9147,2017,Sweden,Coal,0.322,0.196072461561881,22.4334600760456,0.059,Fossil
9148,2017,Sweden,Hard Coal,0.322,0.196072461561881,22.4334600760456,0.059,Fossil
9149,2017,Sweden,Lignite,0.0,0.0,,0.0,Fossil
9150,2017,Sweden,Gas,0.328,0.199725985690363,-51.6936671575846,-0.351,Fossil
9151,2017,Sweden,Other fossil,2.821,1.71776526107474,3.67511944138185,0.1,Fossil
9152,2017,Sweden,Nuclear,65.696,40.0036535241284,4.11245463621812,2.59499999999999,Fossil
9154,2017,Sweden,Hydro,65.143,39.66692038362,5.03960491189916,3.12544,Renewable
9156,2017,Sweden,Wind,17.609,10.7224843964073,13.7605788487628,2.13,Renewable
9157,2017,Sweden,Solar,0.23,0.140051758258486,60.8391608391608,0.087,Renewable
9158,2017,Sweden,Bioenergy,12.076,7.35332622925864,5.12682163383935,0.588922,Renewable
9159,2017,Sweden,Other renewables,0.0,0.0,,0.0,Renewable
9164,2017,United Kingdom,Coal,22.530445,6.7611993303658,-26.5357866526605,-8.13815399999999,Fossil
9165,2017,United Kingdom,Hard Coal,22.530445,6.7611993303658,-26.5357866526605,-8.13815399999999,Fossil
9166,2017,United Kingdom,Lignite,0.0,0.0,,0.0,Fossil
9167,2017,United Kingdom,Gas,136.745819999999,41.0362843083801,-4.61107354265297,-6.61025400000002,Fossil
9168,2017,United Kingdom,Other fossil,6.580481,1.97474766835208,-11.8074492598197,-0.881012000000001,Fossil
9169,2017,United Kingdom,Nuclear,70.3364259999999,21.1073769901803,-1.93744727249216,-1.38965500000001,Fossil
9171,2017,United Kingdom,Hydro,5.90156099999999,1.77100941775952,9.41155859107769,0.507650999999999,Renewable
9173,2017,United Kingdom,Wind,49.633055,14.8944673853538,33.5839854852156,12.4781109999999,Renewable
9174,2017,United Kingdom,Solar,11.475454,3.44368839143849,10.2569389464945,1.06753399999999,Renewable
9175,2017,United Kingdom,Bioenergy,30.02405,9.00996792361932,4.79076295952858,1.37262199999999,Renewable
9176,2017,United Kingdom,Other renewables,0.00419399999999999,0.00125858455044071,46499.9999999999,0.00418499999999999,Renewable
9181,2018,Austria,Coal,1.805283,2.777101558282,2.69835310180048,0.047433,Fossil
9182,2018,Austria,Hard Coal,1.805283,2.777101558282,2.69835310180048,0.047433,Fossil
9183,2018,Austria,Lignite,0.0,0.0,,0.0,Fossil
9184,2018,Austria,Gas,9.917735,15.2566424893647,-9.12793009095787,-0.996217999999998,Fossil
9185,2018,Austria,Other fossil,3.24698,4.99489178024193,-12.3237113841894,-0.456392999999999,Fossil
9186,2018,Austria,Nuclear,0.0,0.0,,0.0,Fossil
9188,2018,Austria,Hydro,37.63791,57.8991208090242,-1.71265545944182,-0.655840000000004,Renewable
9190,2018,Austria,Wind,6.030429,9.27672490850961,-8.23375324183434,-0.541082,Renewable
9191,2018,Austria,Solar,1.437641,2.21155079915453,13.2918719182707,0.168669999999999,Renewable
9192,2018,Austria,Bioenergy,4.929796,7.58359999712642,0.181940370786071,0.00895300000000087,Renewable
9193,2018,Austria,Other renewables,0.000239,0.000367658296471743,162.637362637362,0.000148,Renewable
9198,2018,Belgium,Coal,0.0912999999999999,0.124081450706503,0.44004400440043,0.000399999999999983,Fossil
9199,2018,Belgium,Hard Coal,0.0912999999999999,0.124081450706503,0.44004400440043,0.000399999999999983,Fossil
9200,2018,Belgium,Lignite,0.0,0.0,,0.0,Fossil
9201,2018,Belgium,Gas,23.9904,32.6042019170788,4.17699806761187,0.9619,Fossil
9202,2018,Belgium,Other fossil,3.76269999999999,5.11370508842672,-3.09562440443998,-0.1202,Fossil
9203,2018,Belgium,Nuclear,28.597,38.8648110170194,-32.2776056911724,-13.6298,Fossil
9205,2018,Belgium,Hydro,0.3135,0.426062812666908,16.0681229174379,0.0433999999999998,Renewable
9207,2018,Belgium,Wind,7.4647,10.1449157183881,14.5999969295484,0.950999999999999,Renewable
9208,2018,Belgium,Solar,3.9018,5.30274922635962,17.9753877785504,0.5945,Renewable
9209,2018,Belgium,Bioenergy,5.4593,7.41947276935391,-5.31746995265265,-0.306599999999999,Renewable
9210,2018,Belgium,Other renewables,0.0,0.0,,0.0,Renewable
9215,2018,Bulgaria,Coal,18.6594729999999,40.0940595384807,-10.7803776888988,-2.254618,Fossil
9216,2018,Bulgaria,Hard Coal,0.413914,0.889386991787533,4.60377511075391,0.0182169999999999,Fossil
9217,2018,Bulgaria,Lignite,18.2455589999999,39.2046725466931,-11.0770609044743,-2.272835,Fossil
9218,2018,Bulgaria,Gas,2.016917,4.33379818830756,4.91213961951271,0.0944350000000002,Fossil
9219,2018,Bulgaria,Other fossil,0.437771,0.940649102909832,9.23629340546368,0.037015,Fossil
9220,2018,Bulgaria,Nuclear,16.125281,34.6487800855218,3.72958114757204,0.579782000000001,Fossil
9222,2018,Bulgaria,Hydro,5.146578,11.0585762390735,81.9798642411538,2.31847499999999,Renewable
9224,2018,Bulgaria,Wind,1.31812299999999,2.83228267170465,-12.3625723373473,-0.185941,Renewable
9225,2018,Bulgaria,Solar,1.342775,2.8852530184954,-4.29019968424017,-0.0601900000000001,Renewable
9226,2018,Bulgaria,Bioenergy,1.49232799999999,3.20660115550647,276.86858712918,1.096347,Renewable
9227,2018,Bulgaria,Other renewables,0.0,0.0,,0.0,Renewable
9232,2018,Croatia,Coal,1.4526,10.7221151929847,6.25411454904543,0.0855000000000001,Fossil
9233,2018,Croatia,Hard Coal,1.4389,10.6209910169253,6.68792170238008,0.0902,Fossil
9234,2018,Croatia,Lignite,0.0136999999999999,0.101124176059404,-25.5434782608695,-0.0047,Fossil
9235,2018,Croatia,Gas,2.2453,16.5732928836629,-27.3389210705155,-0.844799999999999,Fossil
9236,2018,Croatia,Other fossil,0.0685,0.505620880297024,-67.4274845458868,-0.1418,Fossil
