,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh),Kind of energy
615,2001,Denmark,Lignite,0.0,0.0,,0.0,Fossil
616,2001,Denmark,Gas,9.273,24.5883382388035,5.6872578071575,0.499,Fossil
617,2001,Denmark,Other fossil,4.775,12.6614164876832,-4.40440440440439,-0.219999999999999,Fossil
618,2001,Denmark,Nuclear,0.0,0.0,,0.0,Fossil
620,2001,Denmark,Hydro,0.028,0.0742449553204465,-6.66666666666666,-0.00199999999999999,Renewable
622,2001,Denmark,Wind,4.306,11.4178134860658,1.53265739212451,0.0650000000000003,Renewable
623,2001,Denmark,Solar,0.001,0.0026516055471588,0.0,0.0,Renewable
624,2001,Denmark,Bioenergy,1.511,4.00657598175695,16.2307692307692,0.210999999999999,Renewable
625,2001,Denmark,Other renewables,0.0,0.0,,0.0,Renewable
630,2001,Estonia,Coal,0.0,0.0,,0.0,Fossil
631,2001,Estonia,Hard Coal,0.0,0.0,,0.0,Fossil
632,2001,Estonia,Lignite,0.0,0.0,,0.0,Fossil
633,2001,Estonia,Gas,0.599,7.06118118590121,0.503355704697994,0.003,Fossil
634,2001,Estonia,Other fossil,7.866,92.7266297300483,-0.417774401823023,-0.0330000000000003,Fossil
635,2001,Estonia,Nuclear,0.0,0.0,,0.0,Fossil
637,2001,Estonia,Hydro,0.007,0.082517977130732,39.9999999999999,0.002,Renewable
639,2001,Estonia,Wind,0.0,0.0,,0.0,Renewable
640,2001,Estonia,Solar,0.0,0.0,,0.0,Renewable
641,2001,Estonia,Bioenergy,0.011,0.129671106919721,-16.9811320754717,-0.00225,Renewable
642,2001,Estonia,Other renewables,0.0,0.0,,0.0,Renewable
647,2001,EU-27,Coal,792.372,29.2836385534018,-0.337210223720929,-2.68099999999992,Fossil
648,2001,EU-27,Hard Coal,442.38,16.3490078186178,-2.83171378868016,-12.8919999999999,Fossil
649,2001,EU-27,Lignite,349.992,12.9346307347839,3.00517097777686,10.211,Fossil
650,2001,EU-27,Gas,351.390444,12.9863129353578,7.06315610091596,23.181883,Fossil
651,2001,EU-27,Other fossil,234.123347,8.65248074195033,-0.410681811513158,-0.965466999999989,Fossil
652,2001,EU-27,Nuclear,888.887,32.850536897843,3.36808834269075,28.963,Fossil
654,2001,EU-27,Hydro,375.525216,13.8782600761159,5.80130157628762,20.590815,Renewable
656,2001,EU-27,Wind,25.78248,0.952841374165557,20.3439751579409,4.358491,Renewable
657,2001,EU-27,Solar,0.164502,0.00607948931727989,76.4664235142673,0.071282,Renewable
658,2001,EU-27,Bioenergy,32.510353,1.20148292278816,11.3414467751195,3.311565,Renewable
659,2001,EU-27,Other renewables,5.096933,0.188367009060019,-3.69166036664162,-0.195374,Renewable
664,2001,EU27+1,Coal,923.833,29.9147391255683,0.965024158390748,8.83000000000015,Fossil
665,2001,EU27+1,Hard Coal,573.841,18.5816092459949,-0.240081220815613,-1.38099999999997,Fossil
666,2001,EU27+1,Lignite,349.992,11.3331298795734,3.00517097777686,10.211,Fossil
667,2001,EU27+1,Gas,493.295444,15.9734546385455,3.5713623071601,17.009883,Fossil
668,2001,EU27+1,Other fossil,243.482541,7.8842352412671,-1.18556322346535,-2.92127299999998,Fossil
669,2001,EU27+1,Nuclear,978.981,31.7004926473595,3.59729816389009,33.994,Fossil
671,2001,EU27+1,Hydro,379.580925,12.2912521510023,5.43317099410707,19.5605239999999,Renewable
673,2001,EU27+1,Wind,26.747566,0.86611590962211,19.5636276965671,4.37657699999999,Renewable
674,2001,EU27+1,Solar,0.166322,0.00538569118102815,76.525153895139,0.072102,Renewable
675,2001,EU27+1,Bioenergy,37.036391,1.19927949631323,11.7749448102701,3.901603,Renewable
676,2001,EU27+1,Other renewables,5.096956,0.165045099140754,-3.69122577356152,-0.195351,Renewable
681,2001,Finland,Coal,10.614,14.2839096199143,25.0618593142453,2.127,Fossil
682,2001,Finland,Hard Coal,10.614,14.2839096199143,25.0618593142453,2.127,Fossil
683,2001,Finland,Lignite,0.0,0.0,,0.0,Fossil
684,2001,Finland,Gas,11.69,15.7319486957602,15.3884118053499,1.55899999999999,Fossil
685,2001,Finland,Other fossil,7.68182,10.3378954773365,44.6860623110156,2.372518,Fossil
686,2001,Finland,Nuclear,22.773,30.647020329217,1.30788736153744,0.294,Fossil
688,2001,Finland,Hydro,13.205,17.7707769484613,-9.924965893588,-1.455,Renewable
690,2001,Finland,Wind,0.07,0.0942032856033546,-10.2564102564102,-0.00799999999999999,Renewable
691,2001,Finland,Solar,0.001715,0.00230798049728218,8.81979695431471,0.000138999999999999,Renewable
692,2001,Finland,Bioenergy,8.271852,11.1319376632097,-4.25016711955341,-0.367172999999999,Renewable
693,2001,Finland,Other renewables,0.0,0.0,,0.0,Renewable
698,2001,France,Coal,20.478,3.7554551961697,-24.1667901051695,-6.52599999999999,Fossil
699,2001,France,Hard Coal,20.077,3.6819159084627,-24.5083662342545,-6.51799999999999,Fossil
700,2001,France,Lignite,0.401,0.0735392877070052,-1.95599022004888,-0.00799999999999995,Fossil
701,2001,France,Gas,15.146,2.77762107633491,31.5442070522842,3.632,Fossil
702,2001,France,Other fossil,10.848,1.98941195273215,-10.3619236489836,-1.25399999999999,Fossil
703,2001,France,Nuclear,421.076,77.221020225723,1.42450416945676,5.91400000000004,Fossil
705,2001,France,Hydro,74.267427,13.6198844922992,11.9104747267572,7.904178,Renewable
707,2001,France,Wind,0.131239999999999,0.0240680701213649,172.50830564784,0.0830799999999999,Renewable
708,2001,France,Solar,0.006161,0.00112986421836124,17.959027378901,0.000937999999999999,Renewable
709,2001,France,Bioenergy,2.849,0.522477383235057,14.9253731343283,0.37,Renewable
710,2001,France,Other renewables,0.484932999999999,0.0889317391661375,-4.41034718622059,-0.0223740000000001,Renewable
715,2001,Germany,Coal,293.2,50.3780068728522,0.617707618393992,1.80000000000006,Fossil
716,2001,Germany,Hard Coal,138.4,23.7800687285223,-3.28441649196364,-4.69999999999998,Fossil
717,2001,Germany,Lignite,154.8,26.5979381443299,4.38300741739716,6.5,Fossil
718,2001,Germany,Gas,55.5,9.5360824742268,12.8048780487804,6.29999999999999,Fossil
719,2001,Germany,Other fossil,23.0,3.95189003436426,-3.76569037656903,-0.899999999999998,Fossil
720,2001,Germany,Nuclear,171.3,29.4329896907216,1.00235849056604,1.70000000000001,Fossil
722,2001,Germany,Hydro,23.2,3.98625429553264,-6.82730923694778,-1.69999999999999,Renewable
724,2001,Germany,Wind,10.5,1.8041237113402,10.5263157894736,1.0,Renewable
725,2001,Germany,Solar,0.1,0.0171821305841924,150.0,0.06,Renewable
726,2001,Germany,Bioenergy,5.19999999999999,0.893470790378006,52.9411764705882,1.79999999999999,Renewable
727,2001,Germany,Other renewables,0.0,0.0,,0.0,Renewable
732,2001,Greece,Coal,35.431,66.7552189313437,3.25824031708097,1.11799999999999,Fossil
733,2001,Greece,Hard Coal,0.006,0.0113045444268595,-57.1428571428571,-0.008,Fossil
734,2001,Greece,Lignite,35.425,66.7439143869168,3.28289454503045,1.12599999999999,Fossil
735,2001,Greece,Gas,6.133,11.5551284949883,3.59797297297297,0.213,Fossil
736,2001,Greece,Other fossil,8.58,16.1654985304092,-5.17241379310344,-0.467999999999999,Fossil
737,2001,Greece,Nuclear,0.0,0.0,,0.0,Fossil
739,2001,Greece,Hydro,2.097,3.95093827718742,-43.216896831844,-1.59599999999999,Renewable
741,2001,Greece,Wind,0.756,1.4243725977843,67.6274944567627,0.305,Renewable
742,2001,Greece,Solar,0.0,0.0,,0.0,Renewable
743,2001,Greece,Bioenergy,0.079,0.148843168286984,inf,0.079,Renewable
744,2001,Greece,Other renewables,0.0,0.0,,0.0,Renewable
749,2001,Hungary,Coal,8.839,24.2728117953068,-7.83107403545358,-0.750999999999999,Fossil
750,2001,Hungary,Hard Coal,0.05,0.137305191737226,-25.3731343283582,-0.017,Fossil
751,2001,Hungary,Lignite,8.789,24.1355066035696,-7.7076551506878,-0.734,Fossil
752,2001,Hungary,Gas,8.861,24.3332260796712,34.2169039684943,2.259,Fossil
753,2001,Hungary,Other fossil,4.332,11.8961218121132,-5.33216783216782,-0.243999999999999,Fossil
754,2001,Hungary,Nuclear,14.126,38.7914627696011,-0.380818053596621,-0.0540000000000002,Fossil
756,2001,Hungary,Hydro,0.186,0.510775313262481,4.49438202247192,0.008,Renewable
758,2001,Hungary,Wind,0.001,0.00274610383474452,inf,0.001,Renewable
759,2001,Hungary,Solar,0.0,0.0,,0.0,Renewable
760,2001,Hungary,Bioenergy,0.070229,0.192856126210273,8.41489394547534,0.00545100000000001,Renewable
761,2001,Hungary,Other renewables,0.0,0.0,,0.0,Renewable
766,2001,Ireland,Coal,7.062,28.6700227346541,3.5939562857562,0.245,Fossil
767,2001,Ireland,Hard Coal,7.062,28.6700227346541,3.5939562857562,0.245,Fossil
768,2001,Ireland,Lignite,0.0,0.0,,0.0,Fossil
769,2001,Ireland,Gas,9.147,37.1346216303994,-1.25229407319442,-0.115999999999999,Fossil
770,2001,Ireland,Other fossil,7.396,30.0259824618382,15.41822721598,0.987999999999999,Fossil
771,2001,Ireland,Nuclear,0.0,0.0,,0.0,Fossil
773,2001,Ireland,Hydro,0.596,2.41961675868788,-29.634002361275,-0.250999999999999,Renewable
775,2001,Ireland,Wind,0.334,1.35595972718415,36.8852459016393,0.09,Renewable
776,2001,Ireland,Solar,0.0,0.0,,0.0,Renewable
777,2001,Ireland,Bioenergy,0.097,0.393796687236115,2.10526315789474,0.002,Renewable
778,2001,Ireland,Other renewables,0.0,0.0,,0.0,Renewable
783,2001,Italy,Coal,31.73,11.7053491442436,20.77496954933,5.458,Fossil
784,2001,Italy,Hard Coal,31.727,11.7042424298587,20.791136830884,5.461,Fossil
785,2001,Italy,Lignite,0.003,0.00110671438489539,-50.0,-0.003,Fossil
786,2001,Italy,Gas,104.188,38.435452777827,2.79005524861879,2.828,Fossil
787,2001,Italy,Other fossil,80.807147,29.8101439957522,-10.8520672139792,-9.83673499999999,Fossil
788,2001,Italy,Nuclear,0.0,0.0,,0.0,Fossil
790,2001,Italy,Hydro,46.810273,17.2685341633268,5.90692245328143,2.610827,Renewable
792,2001,Italy,Wind,1.179,0.434938753263889,109.413854351687,0.616,Renewable
793,2001,Italy,Solar,0.019,0.00700919110433749,5.55555555555555,0.001,Renewable
794,2001,Italy,Bioenergy,1.832229,0.675918063574167,31.4633950340025,0.438511,Renewable
795,2001,Italy,Other renewables,4.507,1.66265391090784,-4.20828905419766,-0.198,Renewable
800,2001,Latvia,Coal,0.0,0.0,,0.0,Fossil
801,2001,Latvia,Hard Coal,0.0,0.0,,0.0,Fossil
802,2001,Latvia,Lignite,0.0,0.0,,0.0,Fossil
803,2001,Latvia,Gas,1.304,30.4663643394009,15.6028368794326,0.176,Fossil
804,2001,Latvia,Other fossil,0.137,3.2008373577438,-25.9459459459459,-0.0479999999999999,Fossil
805,2001,Latvia,Nuclear,0.0,0.0,,0.0,Fossil
807,2001,Latvia,Hydro,2.833105,66.1920315504435,0.494757830088921,0.013948,Renewable
809,2001,Latvia,Wind,0.003433,0.0802078441542663,-22.2775639574371,-0.000984,Renewable
810,2001,Latvia,Solar,0.0,0.0,,0.0,Renewable
811,2001,Latvia,Bioenergy,0.00259199999999999,0.0605589082574594,inf,0.00259199999999999,Renewable
812,2001,Latvia,Other renewables,0.0,0.0,,0.0,Renewable
817,2001,Lithuania,Coal,0.0,0.0,,0.0,Fossil
818,2001,Lithuania,Hard Coal,0.0,0.0,,0.0,Fossil
819,2001,Lithuania,Lignite,0.0,0.0,,0.0,Fossil
820,2001,Lithuania,Gas,1.884,13.1807648145779,16.5841584158415,0.267999999999999,Fossil
821,2001,Lithuania,Other fossil,0.72,5.03723496098521,9.92366412213738,0.0649999999999999,Fossil
822,2001,Lithuania,Nuclear,11.362,79.4903661482139,34.956645682385,2.94299999999999,Fossil
824,2001,Lithuania,Hydro,0.325555999999999,2.2776417568868,-4.14730804788571,-0.0140859999999999,Renewable
826,2001,Lithuania,Wind,0.0,0.0,,0.0,Renewable
827,2001,Lithuania,Solar,0.0,0.0,,0.0,Renewable
828,2001,Lithuania,Bioenergy,0.002,0.01399231933607,inf,0.002,Renewable
829,2001,Lithuania,Other renewables,0.0,0.0,,0.0,Renewable
834,2001,Luxembourg,Coal,0.0,0.0,,0.0,Fossil
835,2001,Luxembourg,Hard Coal,0.0,0.0,,0.0,Fossil
836,2001,Luxembourg,Lignite,0.0,0.0,,0.0,Fossil
837,2001,Luxembourg,Gas,0.666443999999999,76.7732481787141,210.608172034992,0.451882999999999,Fossil
838,2001,Luxembourg,Other fossil,0.033933,3.90902556020956,-0.0942146327101545,-3.20000000000042e-05,Fossil
839,2001,Luxembourg,Nuclear,0.0,0.0,,0.0,Fossil
841,2001,Luxembourg,Hydro,0.118032,13.5970914720966,-4.43062572872136,-0.00547200000000003,Renewable
843,2001,Luxembourg,Wind,0.0237399999999999,2.73480879378113,-4.05367174554419,-0.001003,Renewable
844,2001,Luxembourg,Solar,4.6e-05,0.00529912403175788,14.9999999999999,5.99999999999999e-06,Renewable
845,2001,Luxembourg,Bioenergy,0.025873,2.98052687116677,15.752505368647,0.00352099999999999,Renewable
846,2001,Luxembourg,Other renewables,0.0,0.0,,0.0,Renewable
851,2001,Malta,Coal,0.0,0.0,,0.0,Fossil
852,2001,Malta,Hard Coal,0.0,0.0,,0.0,Fossil
853,2001,Malta,Lignite,0.0,0.0,,0.0,Fossil
854,2001,Malta,Gas,0.0,0.0,,0.0,Fossil
855,2001,Malta,Other fossil,1.943,100.0,1.35628586332812,0.026,Fossil
856,2001,Malta,Nuclear,0.0,0.0,,0.0,Fossil
858,2001,Malta,Hydro,0.0,0.0,,0.0,Renewable
860,2001,Malta,Wind,0.0,0.0,,0.0,Renewable
861,2001,Malta,Solar,0.0,0.0,,0.0,Renewable
862,2001,Malta,Bioenergy,0.0,0.0,,0.0,Renewable
863,2001,Malta,Other renewables,0.0,0.0,,0.0,Renewable
868,2001,Netherlands,Coal,25.481,27.2753337417693,4.96375020596475,1.205,Fossil
869,2001,Netherlands,Hard Coal,25.481,27.2753337417693,4.96375020596475,1.205,Fossil
870,2001,Netherlands,Lignite,0.0,0.0,,0.0,Fossil
871,2001,Netherlands,Gas,53.771,57.5574730437847,4.36512557742323,2.249,Fossil
872,2001,Netherlands,Other fossil,6.89121,7.37647865604247,3.03816512428123,0.203193,Fossil
873,2001,Netherlands,Nuclear,3.976,4.25598394714787,1.27356087620988,0.0499999999999998,Fossil
875,2001,Netherlands,Hydro,0.117279,0.125537611000391,-17.6584989117461,-0.025151,Renewable
877,2001,Netherlands,Wind,0.825419999999999,0.883544836432292,-0.435448656864045,-0.00361,Renewable
878,2001,Netherlands,Solar,0.0116439999999999,0.0124639529880759,51.535658511192,0.00395999999999999,Renewable
879,2001,Netherlands,Bioenergy,2.347852,2.51318421083476,17.8719853644773,0.355986,Renewable
880,2001,Netherlands,Other renewables,0.0,0.0,,0.0,Renewable
885,2001,Poland,Coal,134.97,93.9114448681789,-0.675556340515726,-0.918000000000006,Fossil
886,2001,Poland,Hard Coal,80.367,55.9189530245309,-2.48971717686454,-2.05199999999999,Fossil
887,2001,Poland,Lignite,54.603,37.992491843648,2.1208550749032,1.134,Fossil
888,2001,Poland,Gas,1.358,0.944889546795487,46.3362068965517,0.43,Fossil
889,2001,Poland,Other fossil,4.609502,3.20726822955294,14.4763964400699,0.582906,Fossil
890,2001,Poland,Nuclear,0.0,0.0,,0.0,Fossil
892,2001,Poland,Hydro,2.32499999999999,1.61772326678903,10.3988603988604,0.218999999999999,Renewable
894,2001,Poland,Wind,0.014,0.00974112934840709,179.999999999999,0.009,Renewable
895,2001,Poland,Solar,0.0,0.0,,0.0,Renewable
896,2001,Poland,Bioenergy,0.444,0.308932959335196,100.904977375565,0.223,Renewable
897,2001,Poland,Other renewables,0.0,0.0,,0.0,Renewable
902,2001,Portugal,Coal,13.606,29.4706290071044,-6.77629325111339,-0.989,Fossil
903,2001,Portugal,Hard Coal,13.606,29.4706290071044,-6.77629325111339,-0.989,Fossil
904,2001,Portugal,Lignite,0.0,0.0,,0.0,Fossil
905,2001,Portugal,Gas,7.212,15.6212094957546,1.03670495937238,0.0739999999999998,Fossil
906,2001,Portugal,Other fossil,9.609,20.8131173106913,9.55421274655112,0.837999999999999,Fossil
907,2001,Portugal,Nuclear,0.0,0.0,,0.0,Fossil
909,2001,Portugal,Hydro,14.034,30.3976780453994,23.9424180870793,2.711,Renewable
911,2001,Portugal,Wind,0.256,0.554496621036215,52.3809523809523,0.088,Renewable
912,2001,Portugal,Solar,0.001,0.00216600242592271,0.0,0.0,Renewable
913,2001,Portugal,Bioenergy,1.345,2.91327326286605,3.78086419753085,0.0489999999999999,Renewable
914,2001,Portugal,Other renewables,0.105,0.227430254721885,31.25,0.0249999999999999,Renewable
919,2001,Romania,Coal,19.694,36.7830260921536,4.05790975377786,0.768,Fossil
920,2001,Romania,Hard Coal,0.926,1.72951569824993,141.77545691906,0.543,Fossil
921,2001,Romania,Lignite,18.768,35.0535103939037,1.21339589063258,0.225000000000001,Fossil
922,2001,Romania,Gas,8.073,15.0781643973777,-10.3099655593822,-0.927999999999999,Fossil
923,2001,Romania,Other fossil,5.405,10.0950673315776,59.0173580464842,2.006,Fossil
924,2001,Romania,Nuclear,5.446,10.1716441605498,-0.183284457478016,-0.0100000000000006,Fossil
926,2001,Romania,Hydro,14.923,27.872098018341,0.981188252808218,0.144999999999999,Renewable
928,2001,Romania,Wind,0.0,0.0,,0.0,Renewable
929,2001,Romania,Solar,0.0,0.0,,0.0,Renewable
930,2001,Romania,Bioenergy,0.0,0.0,,0.0,Renewable
931,2001,Romania,Other renewables,0.0,0.0,,0.0,Renewable
936,2001,Slovakia,Coal,5.822,18.2872435325602,4.26217765042979,0.238,Fossil
937,2001,Slovakia,Hard Coal,3.184,10.0011307811184,-5.49124369249035,-0.185,Fossil
938,2001,Slovakia,Lignite,2.638,8.28611275144174,19.0970654627539,0.423,Fossil
939,2001,Slovakia,Gas,2.699,8.47771732984885,-19.2882775119617,-0.645,Fossil
940,2001,Slovakia,Other fossil,1.131,3.55253734718749,48.6202365308804,0.37,Fossil
941,2001,Slovakia,Nuclear,17.103,53.7215263032252,3.69225172790106,0.609000000000001,Fossil
943,2001,Slovakia,Hydro,4.927,15.4759960297018,6.7605633802817,0.312,Renewable
945,2001,Slovakia,Wind,0.0,0.0,,0.0,Renewable
946,2001,Slovakia,Solar,0.0,0.0,,0.0,Renewable
947,2001,Slovakia,Bioenergy,0.1544,0.484979457476347,inf,0.1544,Renewable
948,2001,Slovakia,Other renewables,0.0,0.0,,0.0,Renewable
953,2001,Slovenia,Coal,4.919,34.0046656696389,6.67967902841031,0.307999999999999,Fossil
954,2001,Slovenia,Hard Coal,0.352,2.43334871228153,14.657980456026,0.0449999999999999,Fossil
955,2001,Slovenia,Lignite,4.567,31.5713169573573,6.11059479553903,0.262999999999999,Fossil
956,2001,Slovenia,Gas,0.296,2.04622505350947,1.02389078498292,0.003,Fossil
957,2001,Slovenia,Other fossil,0.126,0.871028232237141,129.090909090909,0.071,Fossil
958,2001,Slovenia,Nuclear,5.257,36.3412334672274,10.417979416089,0.495999999999999,Fossil
960,2001,Slovenia,Hydro,3.79573799999999,26.2396425410741,-1.01657982419061,-0.0389830000000004,Renewable
962,2001,Slovenia,Wind,0.0,0.0,,0.0,Renewable
963,2001,Slovenia,Solar,0.0,0.0,,0.0,Renewable
964,2001,Slovenia,Bioenergy,0.071924,0.49720503631289,3.14642191309335,0.002194,Renewable
965,2001,Slovenia,Other renewables,0.0,0.0,,0.0,Renewable
970,2001,Spain,Coal,70.27,30.1510340684802,-11.1563456140794,-8.82399999999999,Fossil
971,2001,Spain,Hard Coal,63.851,27.3968076890071,-12.3936666483727,-9.033,Fossil
972,2001,Spain,Lignite,6.419,2.75422637947309,3.36553945249595,0.208999999999999,Fossil
973,2001,Spain,Gas,23.358,10.0223118510254,15.759738328873,3.17999999999999,Fossil
974,2001,Spain,Other fossil,26.429,11.3399982837037,5.93210148703353,1.47999999999999,Fossil
975,2001,Spain,Nuclear,63.708,27.335450098687,2.41455808121402,1.50199999999999,Fossil
977,2001,Spain,Hydro,40.888,17.5439800909637,44.7055492638731,12.6319999999999,Renewable
979,2001,Spain,Wind,6.759,2.90011155925512,42.9870954093505,2.032,Renewable
980,2001,Spain,Solar,0.017,0.00729425898910151,21.4285714285714,0.003,Renewable
981,2001,Spain,Bioenergy,1.631,0.699819788895563,9.24313462826522,0.137999999999999,Renewable
982,2001,Spain,Other renewables,0.0,0.0,,0.0,Renewable
987,2001,Sweden,Coal,1.879,1.16278696309,14.8533007334963,0.243,Fossil
988,2001,Sweden,Hard Coal,1.879,1.16278696309,14.8533007334963,0.243,Fossil
989,2001,Sweden,Lignite,0.0,0.0,,0.0,Fossil
990,2001,Sweden,Gas,0.395,0.244438983725679,-18.3884297520661,-0.0889999999999999,Fossil
991,2001,Sweden,Other fossil,3.891,2.40787869791549,46.5536723163841,1.236,Fossil
992,2001,Sweden,Nuclear,72.109,44.6234194366456,25.8095470723707,14.7929999999999,Fossil
994,2001,Sweden,Hydro,79.0599999999999,48.9249267173473,0.605721266415537,0.475999999999984,Renewable
996,2001,Sweden,Wind,0.482,0.298277443432348,5.47045951859954,0.0249999999999999,Renewable
997,2001,Sweden,Solar,0.001519,0.00094000712982103,7.12270803949224,0.000100999999999999,Renewable
998,2001,Sweden,Bioenergy,3.777,2.33733175071364,-7.83308931185944,-0.320999999999999,Renewable
999,2001,Sweden,Other renewables,0.0,0.0,,0.0,Renewable
1004,2001,United Kingdom,Coal,131.461,34.3807653085495,9.59649854105877,11.511,Fossil
1005,2001,United Kingdom,Hard Coal,131.461,34.3807653085495,9.59649854105877,11.511,Fossil
1006,2001,United Kingdom,Lignite,0.0,0.0,,0.0,Fossil
1007,2001,United Kingdom,Gas,141.905,37.1121663543539,-4.16810173085624,-6.17199999999999,Fossil
1008,2001,United Kingdom,Other fossil,9.35919399999999,2.4476936307436,-17.2850729120636,-1.955806,Fossil
1009,2001,United Kingdom,Nuclear,90.094,23.5621261796918,5.91443988573174,5.03099999999999,Fossil
1011,2001,United Kingdom,Hydro,4.055709,1.06068247836827,-20.2573928430987,-1.030291,Renewable
1013,2001,United Kingdom,Wind,0.965086,0.252397252938642,1.90982048574446,0.018086,Renewable
1014,2001,United Kingdom,Solar,0.00182,0.000475981415488702,82.0,0.00082,Renewable
1015,2001,United Kingdom,Bioenergy,4.526038,1.18368679878882,14.9908028455284,0.590038,Renewable
1016,2001,United Kingdom,Other renewables,2.3e-05,6.0151497561759e-06,inf,2.3e-05,Renewable
1021,2002,Austria,Coal,6.61299999999999,10.8966194231013,-4.06209197736836,-0.280000000000001,Fossil
1022,2002,Austria,Hard Coal,5.153,8.49089367718755,-2.75523683713909,-0.146,Fossil
1023,2002,Austria,Lignite,1.46,2.4057257459138,-8.40652446675032,-0.134,Fossil
1024,2002,Austria,Gas,9.308,15.3373255088806,6.42579464898238,0.561999999999999,Fossil
1025,2002,Austria,Other fossil,2.871411,4.73138860945212,-9.70431215760709,-0.308597999999999,Fossil
1026,2002,Austria,Nuclear,0.0,0.0,,0.0,Fossil
1028,2002,Austria,Hydro,40.226881,66.2841392462403,-0.564881242323966,-0.228525000000004,Renewable
1030,2002,Austria,Wind,0.139818,0.230386138590531,33.6091813429912,0.035171,Renewable
1031,2002,Austria,Solar,0.009029,0.0148776012053806,69.2091454272863,0.003693,Renewable
1032,2002,Austria,Bioenergy,1.51744299999999,2.50037787195663,-9.01594424311614,-0.150369,Renewable
1033,2002,Austria,Other renewables,0.00296499999999999,0.00488560057303728,inf,0.00296499999999999,Renewable
1038,2002,Belgium,Coal,10.029,12.3908128343567,0.935990338164249,0.0929999999999999,Fossil
1039,2002,Belgium,Hard Coal,10.029,12.3908128343567,0.935990338164249,0.0929999999999999,Fossil
1040,2002,Belgium,Lignite,0.0,0.0,,0.0,Fossil
1041,2002,Belgium,Gas,17.868,22.0758843079356,13.231939163498,2.08799999999999,Fossil
1042,2002,Belgium,Other fossil,4.544,5.61410444902951,-17.0500182548375,-0.934,Fossil
1043,2002,Belgium,Nuclear,47.36,58.5132012997442,2.18127683445166,1.011,Fossil
